"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",69.54118,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",72.14641,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",74.86392,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",76.64297,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",78.72716,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",80.74514,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",83.56052,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",86.64236,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",88.83212,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",89.78984,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",89.40939,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",90.57861,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",92.52686,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",94.66811,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.03341,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",103.4014,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",106.9382,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",110.5478,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",114.334,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",117.6236,,
"USA","United States","CPGRHO01","CPI: Housing","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",120.5716,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.182083,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.972705,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.658527,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.278435,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.614707,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.808177,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.333906,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.293032,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.900907,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.967091,,
"USA","United States","CP100000","CPI: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,1.414096,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",83.22456,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",86.70509,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",90.14962,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",93.44777,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",96.5114,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.8082,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",105.2076,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",107.6201,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",110.742,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",112.9204,,
"USA","United States","CP100000","CPI: 10 - Education","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",114.5172,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.092965,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.343293,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.597442,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.126008,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.573264,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.885648,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.551218,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.631369,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.045196,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.122341,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,1.206019,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.182083,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.972705,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.658527,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.278435,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.614707,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.808177,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.333906,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.293032,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.900907,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.967091,,
"USA","United States","CP100000","CPI: 10 - Education","GP","Percentage change from previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,1.414096,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",62.81824,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",64.6105,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",66.54379,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",68.34292,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",69.97349,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",71.5731,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",73.05919,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",74.83768,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",76.83633,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",78.61826,,
