season,title,year,month,day,av_rating,genre_1,genre_2,genre_3
2,Togetherness,2016,3,16,7.9601,Comedy,Drama,Romance
1,Tom Clancy's Jack Ryan,2018,8,31,8.5237,Action,Drama,Thriller
1,Torchwood,2006,11,26,7.5437,Action,Drama,Sci-Fi
2,Torchwood,2008,2,23,7.9913,Action,Drama,Sci-Fi
3,Torchwood,2009,7,22,8.9243,Action,Drama,Sci-Fi
4,Torchwood,2011,8,8,7.6151,Action,Drama,Sci-Fi
1,Touch,2012,4,24,8.1376,Drama,Mystery,Sci-Fi
2,Touch,2013,3,18,8.1008,Drama,Mystery,Sci-Fi
5,Touched by an Angel,1998,11,15,9.6,Drama,Family,Fantasy
1,Touching Evil,2004,3,12,8.3,Crime,Drama,Thriller
1,Training Day,2017,2,19,7.2311,Action,Crime,Drama
1,Transparent,2014,9,2,7.6071,Comedy,Drama,NA
2,Transparent,2015,12,9,7.8074,Comedy,Drama,NA
3,Transparent,2016,9,23,7.8169,Comedy,Drama,NA
4,Transparent,2017,9,22,7.5694,Comedy,Drama,NA
1,Treme,2010,5,14,8.3513,Drama,Music,NA
2,Treme,2011,5,29,8.3278,Drama,Music,NA
3,Treme,2012,10,26,8.1682,Drama,Music,NA
4,Treme,2013,12,15,8.3918,Drama,Music,NA
1,Tru Calling,2004,2,10,8.0805,Adventure,Drama,Fantasy
2,Tru Calling,2005,5,6,8.3651,Adventure,Drama,Fantasy
1,True Blood,2008,10,15,8.2664,Drama,Fantasy,Mystery
2,True Blood,2009,7,28,8.4773,Drama,Fantasy,Mystery
3,True Blood,2010,7,27,8.293,Drama,Fantasy,Mystery
4,True Blood,2011,8,3,8.2633,Drama,Fantasy,Mystery
5,True Blood,2012,7,18,8.0424,Drama,Fantasy,Mystery
6,True Blood,2013,7,17,7.9957,Drama,Fantasy,Mystery
7,True Blood,2014,7,23,6.9127,Drama,Fantasy,Mystery
1,True Detective,2014,2,9,9.3313,Crime,Drama,Mystery
2,True Detective,2015,7,15,8.1878,Crime,Drama,Mystery
1,True Justice,2011,9,25,5.4891,Action,Crime,Drama
2,True Justice,2012,4,1,5.2427,Action,Crime,Drama
1,Trust,2018,4,24,8.0511,Biography,Crime,Drama
1,Trust Me,2017,8,8,7.4,Drama,Thriller,NA
1,Twin Peaks,1990,4,29,8.7429,Crime,Drama,Mystery
2,Twin Peaks,1991,1,11,8.4187,Crime,Drama,Mystery
1,Twin Peaks,2017,7,9,8.6322,Crime,Drama,Fantasy
1,Twisted,2013,6,14,8.1733,Drama,Mystery,Thriller
1,Tyrant,2014,7,25,8.2124,Action,Drama,Thriller
2,Tyrant,2015,7,24,8.5412,Action,Drama,Thriller
3,Tyrant,2016,8,10,7.8453,Action,Drama,Thriller
1,Ugly Betty,2007,1,16,8.1145,Comedy,Drama,Romance
2,Ugly Betty,2008,1,8,7.8154,Comedy,Drama,Romance
3,Ugly Betty,2008,10,12,7.8659,Comedy,Drama,Romance
4,Ugly Betty,2010,1,30,8.779,Comedy,Drama,Romance
1,UnREAL,2015,6,29,8.0246,Drama,NA,NA
2,UnREAL,2016,7,6,8.1849,Drama,NA,NA
3,UnREAL,2018,2,26,8.067,Drama,NA,NA
1,Unbreakable Kimmy Schmidt,2015,3,6,7.9135,Comedy,Drama,NA
2,Unbreakable Kimmy Schmidt,2016,4,15,7.9508,Comedy,Drama,NA
3,Unbreakable Kimmy Schmidt,2017,5,19,7.887,Comedy,Drama,NA
4,Unbreakable Kimmy Schmidt,2018,5,30,7.6073,Comedy,Drama,NA
1,Under the Dome,2013,8,5,7.3375,Drama,Mystery,Sci-Fi
2,Under the Dome,2014,8,11,7.0715,Drama,Mystery,Sci-Fi
3,Under the Dome,2015,7,30,6.7417,Drama,Mystery,Sci-Fi
1,Underground,2016,4,9,7.8398,Adventure,Drama,History
2,Underground,2017,3,8,7.9338,Adventure,Drama,History
1,Unforgettable,2011,12,31,7.8657,Crime,Drama,Mystery
2,Unforgettable,2013,11,29,8.1395,Crime,Drama,Mystery
3,Unforgettable,2014,8,2,7.9384,Crime,Drama,Mystery
4,Unforgettable,2015,12,28,8.7564,Crime,Drama,Mystery
1,United States of Tara,2009,2,25,7.7551,Comedy,Drama,Romance
2,United States of Tara,2010,5,2,8.0229,Comedy,Drama,Romance
3,United States of Tara,2011,5,22,7.9989,Comedy,Drama,Romance
1,V,2010,2,28,7.6665,Drama,Sci-Fi,Thriller
2,V,2011,2,9,7.6531,Drama,Sci-Fi,Thriller
1,Valor,2017,10,25,6.6775,Drama,NA,NA
1,Van Helsing,2016,10,28,7.2371,Action,Drama,Fantasy
2,Van Helsing,2017,11,15,7.5868,Action,Drama,Fantasy
1,Vanity Fair,2018,9,6,8.1564,Drama,NA,NA
1,Vegas,2012,10,9,7.6939,Action,Crime,Drama
1,Veronica Mars,2005,1,24,7.2391,Crime,Drama,Mystery
2,Veronica Mars,2006,1,19,6.9283,Crime,Drama,Mystery
3,Veronica Mars,2007,1,18,7.2217,Crime,Drama,Mystery
1,Victorious,2010,8,27,8.2163,Comedy,Drama,Family
2,Victorious,2011,6,21,7.989,Comedy,Drama,Family
3,Victorious,2012,3,5,7.7301,Comedy,Drama,Family
4,Victorious,2012,12,8,7.8806,Comedy,Drama,Family
1,Vikings,2013,3,31,8.1187,Action,Adventure,Drama
2,Vikings,2014,3,30,8.5729,Action,Adventure,Drama
3,Vikings,2015,3,22,8.5339,Action,Adventure,Drama
4,Vikings,2016,8,10,8.5089,Action,Adventure,Drama
5,Vikings,2017,12,24,8.1513,Action,Adventure,Drama
1,Vinyl,2016,3,16,8.1104,Drama,Music,NA
1,Waco,2018,2,14,8.5083,Crime,Drama,History
34,Walt Disney's Wonderful World of Color,1990,1,30,7.7353,Adventure,Biography,Drama
1,War & Peace,2016,1,23,8.092,Drama,History,Romance
1,Warehouse 13,2009,8,14,7.8246,Drama,Mystery,Sci-Fi
2,Warehouse 13,2010,8,20,7.9666,Drama,Mystery,Sci-Fi
3,Warehouse 13,2011,8,29,8.1278,Drama,Mystery,Sci-Fi
4,Warehouse 13,2013,1,30,8.1565,Drama,Mystery,Sci-Fi
5,Warehouse 13,2014,5,1,8.1722,Drama,Mystery,Sci-Fi
1,Wayward Pines,2015,6,18,8.3693,Drama,Mystery,Sci-Fi
2,Wayward Pines,2016,6,25,7.5091,Drama,Mystery,Sci-Fi
1,Weeds,2005,9,8,7.9288,Comedy,Crime,Drama
2,Weeds,2006,9,21,8.1724,Comedy,Crime,Drama
3,Weeds,2007,10,1,7.9479,Comedy,Crime,Drama
4,Weeds,2008,7,29,7.943,Comedy,Crime,Drama
5,Weeds,2009,7,20,7.6852,Comedy,Crime,Drama
6,Weeds,2010,10,2,7.7861,Comedy,Crime,Drama
7,Weeds,2011,8,9,7.507,Comedy,Crime,Drama
8,Weeds,2012,8,11,7.4982,Comedy,Crime,Drama
1,Wentworth,2013,6,1,8.5448,Crime,Drama,NA
2,Wentworth,2014,6,27,9.0832,Crime,Drama,NA
3,Wentworth,2015,5,15,9.233,Crime,Drama,NA
4,Wentworth,2016,6,17,9.2945,Crime,Drama,NA
5,Wentworth,2017,5,12,9.0844,Crime,Drama,NA
1,Westworld,2016,11,2,8.8012,Drama,Mystery,Sci-Fi
2,Westworld,2018,5,23,8.2761,Drama,Mystery,Sci-Fi
1,When Calls the Heart,2014,2,15,9.3765,Drama,NA,NA
2,When Calls the Heart,2015,5,18,9.3873,Drama,NA,NA
3,When Calls the Heart,2016,3,7,9.3239,Drama,NA,NA
4,When Calls the Heart,2017,3,13,9.064,Drama,NA,NA
5,When Calls the Heart,2018,3,7,8.6355,Drama,NA,NA
1,When We Rise,2017,2,12,8.6802,Drama,NA,NA
1,White Collar,2009,12,28,8.1278,Comedy,Crime,Drama
2,White Collar,2010,10,29,8.2254,Comedy,Crime,Drama
3,White Collar,2011,9,26,8.1453,Comedy,Crime,Drama
4,White Collar,2012,10,21,7.9585,Comedy,Crime,Drama
5,White Collar,2013,12,6,8.0702,Comedy,Crime,Drama
6,White Collar,2014,11,27,8.7027,Comedy,Crime,Drama
1,Wicked City,2015,11,3,7.0194,Crime,Drama,NA
1,Wilfred,2011,7,30,7.9318,Comedy,Drama,Mystery
2,Wilfred,2012,8,3,7.8376,Comedy,Drama,Mystery
3,Wilfred,2013,7,22,7.9584,Comedy,Drama,Mystery
4,Wilfred,2014,7,19,8.2149,Comedy,Drama,Mystery
1,Will,2017,7,10,7.4,Drama,NA,NA
1,Wings,1990,4,19,7.6,Comedy,Drama,NA
1,Wisdom of the Crowd,2017,10,18,7.5409,Crime,Drama,Thriller
1,Witches of East End,2013,11,7,8.1791,Drama,Fantasy,NA
2,Witches of East End,2014,8,24,8.1452,Drama,Fantasy,NA
1,Without a Trace,2002,12,23,7.8624,Crime,Drama,Mystery
2,Without a Trace,2003,11,18,8.4064,Crime,Drama,Mystery
3,Without a Trace,2005,5,12,7.1,Crime,Drama,Mystery
4,Without a Trace,2006,2,6,7.7624,Crime,Drama,Mystery
1,Wizards of Waverly Place,2008,2,6,7.4621,Comedy,Drama,Family
2,Wizards of Waverly Place,2009,2,14,7.668,Comedy,Drama,Family
3,Wizards of Waverly Place,2010,1,15,7.7568,Comedy,Drama,Family
4,Wizards of Waverly Place,2011,5,3,7.8918,Comedy,Drama,Family
1,Wolf Hall,2015,2,19,8.1332,Biography,Drama,History
1,Wonderfalls,2004,7,31,8.4967,Comedy,Drama,Fantasy
1,World Without End,2012,10,8,7.0142,Drama,History,Romance
1,Wynonna Earp,2016,5,13,8.7387,Action,Drama,Fantasy
2,Wynonna Earp,2017,7,17,9.068,Action,Drama,Fantasy
3,Wynonna Earp,2018,7,6,8.6064,Action,Drama,Fantasy
1,X-Men: Evolution,2000,12,10,7.3609,Action,Animation,Drama
1,XIII: The Series,2012,6,29,6.9,Action,Crime,Drama
1,Xena: Warrior Princess,1996,1,12,7.6673,Action,Adventure,Drama
2,Xena: Warrior Princess,1997,1,16,7.8023,Action,Adventure,Drama
3,Xena: Warrior Princess,1998,1,9,7.9777,Action,Adventure,Drama
4,Xena: Warrior Princess,1999,1,16,7.6438,Action,Adventure,Drama
5,Xena: Warrior Princess,2000,1,20,7.7623,Action,Adventure,Drama
6,Xena: Warrior Princess,2001,1,28,7.7979,Action,Adventure,Drama
1,Yellowstone,2018,7,23,8.6479,Drama,Western,NA
1,You,2018,9,20,8.6492,Crime,Drama,Thriller
1,You Me Her,2016,4,23,8.029,Comedy,Drama,Romance
1,You're the Worst,2014,8,17,8.2147,Comedy,Drama,Romance
2,You're the Worst,2015,10,22,8.3227,Comedy,Drama,Romance
3,You're the Worst,2016,10,11,8.2949,Comedy,Drama,Romance
4,You're the Worst,2017,10,11,8.0812,Comedy,Drama,Romance
1,Young & Hungry,2014,7,26,8.2418,Comedy,Drama,Romance
2,Young & Hungry,2015,6,27,8.4897,Comedy,Drama,Romance
3,Young & Hungry,2016,2,3,8.8,Comedy,Drama,Romance
1,Your Lie in April,2014,12,16,7.406,Animation,Drama,Music
1,Z Nation,2014,10,24,7.6906,Action,Comedy,Drama
2,Z Nation,2015,10,30,8.1554,Action,Comedy,Drama
3,Z Nation,2016,11,2,8.2791,Action,Comedy,Drama
4,Z Nation,2017,11,2,8.0534,Action,Comedy,Drama
1,Z: The Beginning of Everything,2015,11,5,7.0981,Biography,Drama,NA
1,Zero Hour,2013,2,16,7.0887,Drama,Fantasy,Thriller
2,Zoey 101,2006,3,10,7,Comedy,Drama,Family
3,Zoey 101,2008,1,4,8.3,Comedy,Drama,Family
4,Zoey 101,2008,5,2,8.7,Comedy,Drama,Family
1,Zoo,2015,8,9,7.8649,Drama,Mystery,Sci-Fi
2,Zoo,2016,8,5,7.905,Drama,Mystery,Sci-Fi
3,Zoo,2017,7,31,7.4132,Drama,Mystery,Sci-Fi
1,iZombie,2015,4,28,8.4296,Comedy,Crime,Drama
2,iZombie,2016,1,7,8.5641,Comedy,Crime,Drama
3,iZombie,2017,5,16,8.4077,Comedy,Crime,Drama
4,iZombie,2018,4,13,8.1214,Comedy,Crime,Drama
